pageid,name,revision_id,article_rating
76924600,Porfirio Franca,1236334421,Start
33776096,Rafael Montoro,1243522972,Stub
34295320,Ramón Meza y Suárez Inclán,1231615289,Start
68355539,Rubén Martínez Puente,1180190049,Stub
59136144,"Salvador José de Muro, 2nd Marquis of Someruelos",1245227544,GA
57165069,Salvador Valdés Mesa,1208194413,Start
68167811,Stefanos Stefanou,1214952087,B
74659428,Stelios Koiliaris,1227623541,Stub
38697949,Takis Evdokas,1225988181,Stub
1557367,Antonín Janoušek,1241436446,Start
10991232,Bedřich Reicin,1195019933,Start
51168844,Bohuslav Kokotek,1153657412,Start
65911162,František Reichel,1174354877,Stub
29387472,František Ringo Čech,1240795935,C
59624780,Ivan Mašek,1174219428,Stub
54200193,Jan Krejčí,1133055905,C
70801270,Jan Lacina,1193596060,GA
68012240,Jana Nečasová,1238159043,Stub
65829479,Jaroslav Chalupský,1117846787,Stub
69067728,Jaroslav Foldyna,1244076107,Start
72514857,Jiří Kopal,1229089252,C
1398706,Jiří Lobkowicz,1036408754,Stub
65348138,Jiří Löw,1241435562,C
76040375,Jiří Oberfalzer,1209099891,Start
53372471,Josef Ježek,1220213589,C
53032773,Josef Václav Frič,1221494976,Start
62382644,Josef Šebestián Daubek,1187583083,Start
71699591,Joseph Nekl,1218312060,Stub
8567560,Jozef Regec,1215884348,Stub
26171352,Julius Gregr,395521877,Stub
2242713,Karel Domin,1233866042,Start
69404008,Karel Havlík,1100828466,Stub
74484820,Karel Sladkovský,1217162203,Start
54607883,Karel Štogl,1139514275,Start
64997923,Ladislav Jirků,1121164966,Stub
67728632,Lubomír Ledl,1189600825,Stub
2038137,Martin Jahn,1214958856,Start
4633263,Mikuláš of Hus,1243344552,Stub
53579617,Miroslav Lidinský,1226706928,C
62033470,Mojmír Povolný,1191275971,GA
37494409,Ondřej Přikryl,1225554044,Start
4995972,Petr Cibulka,1210656703,Start
27957436,Philip Kinsky of Wchinitz and Tettau,1173967196,Start
1157037,Radola Gajda,1220980390,C
42197426,Richard Sacher,1240158146,Stub
68431211,Roman Onderka,1185739645,Stub
69632958,Stanislav Huml,1235129120,Stub
53656836,Svatopluk Karásek,1174014061,Stub
16408864,Tomáš Eduard Šilinger,1164900220,Stub
64786716,Tomáš Grulich,1248266864,Stub
72369978,Tomáš Kvapil,1180976983,Stub
30094670,Vladimír Franz,1248620062,C
4998590,Vladimír Hučín,1123581664,Start
66322377,Vladimír Oplt,1193837597,Stub
67653773,Vladimír Príkazský,1130269382,Start
30941835,"Wenzel Anton, Prince of Kaunitz-Rietberg",1246396121,C
71547226,Zdeněk Mraček,1106394242,Stub
73021761,Abdallah Barkat Ibrahim,1242619513,Stub
31941895,Ahmed-Idriss Moussa,1227261395,Stub
31871903,Ahmed Goumane-Roble,1249145342,Stub
729977,Barkat Gourad Hamadou,1245230730,C
76971234,Casimiro Antonio Marte Familia,1246218553,C
62501662,Choukri Djibah,1210382017,Start
39394854,Daher Ahmed Farah,1227261426,Start
54142837,Djama Ali Moussa,1242429887,Stub
31347161,Emilio Prud'Homme,1211467310,C
42706043,Franklin Franco,1145626271,Start
17090558,Guillermo Moreno García,1203520512,C
73030163,Halo Mohamed Ibrahim,1242619858,Stub
53943117,Isabel Mayer,1246218881,Start
65782300,Jan Vrba (politician),1149096884,Stub
49721316,Jiří Svoboda (director),1225564389,Start
67055453,Jiří Ventruba,1179850177,Stub
2184028,Johnny Abbes,1237096837,Start
49786742,José Gabriel García,1239572304,C
43571384,José Ignacio Paliza,1246218251,Start
44484103,José María Cabral y Báez,1246218215,Start
77636652,José María Caminero,1249249650,C
43638180,José Rafael Abinader,1246218847,Start
42723739,Juan Isidro Jimenes Grullón,1244792376,Start
55343100,Juan Vicente Moscoso,1245769154,Start
73030301,Mahamoud Moustapha Daher,1242620013,Stub
24083351,Mahmoud Harbi,1244367159,C
2495772,Matías Ramón Mella,1246218102,FA
50600122,Matěj Stropnický,1247626057,Stub
1769032,Maximiliano Gómez,1130694664,Stub
41099974,Miguel Cocco,1225782262,Stub
38955820,Miguel Mejía (politician),957199596,Stub
68485641,Miroslav Tetter,1208274112,Start
31897672,Mohamed Kamil,1227261336,Stub
49890785,Mohamed Warsama Ragueh,1180804922,Stub
31941845,Moussa Ali Abdoulkader,1237461240,Stub
31942030,Omar Farah Iltireh,1188245774,Start
53048108,Omar Osman Rabe,1192322872,Start
70107014,Porfirio Andrés Bautista García,1246218772,C
451896,President of the Dominican Republic,1246219040,C
52160643,Ramón Antonio Ramírez,1223123873,Start
43252937,Ramón Marrero Aristy,1196178615,C
38298245,Ramón Tapia Espinal,1146487630,Start
77763361,Roberto Álvarez Gil,1243351560,Stub
68226091,Rosa Gómez de Mejía,1246218785,Start
75323328,Stanislav Žalud,1186170185,Stub
34881842,Tomáš Vandas,1243347736,Start
76941728,Valentin Medrano Pérez,1243880685,Start
43970668,Viriato Fiallo,1212880453,Start
65271443,Yamil Abreu Navarro,1186292250,Stub
47095381,Abelardo Vicioso,1217485696,C
74442374,Agustín Intriago,1246861962,C
62884771,Albina Marçal Freitas,1112274488,Start
33086390,Alfredo Pires,1242893918,Start
61467465,Aliança de Araújo,1200126483,Start
73939016,Andrea González Náder,1237644052,Start
71253637,Aurora Estrada y Ayala,1216930716,Start
68986895,Brigida Antónia Correia,1215933839,Start
67858852,Carlos Arizaga Toral,1209006227,Stub
77283456,Catalina Ontaneda,1235477428,Start
63248172,Diego Morejón,1203541349,Stub
24374579,Elías Wessin y Wessin,1247954393,Start
35216708,Fabrizio Moreira,1216179522,C
57831791,Fernando Balda,1228185867,Start
1756042,Francisco del Rosario Sánchez,1246219145,FA
77061035,Galo Lara,1227282963,Start
54518632,Geovanny Vicente,1242935342,C
26369624,Guillermo Franco (Ecuadorian general),1217991983,Start
71855759,Ibeth Estupiñán,1197438913,Start
73418614,Isabel Enriquez,1244754119,Start
54282687,Isabel da Costa Ferreira,1246452294,C
2938787,Jack Veneno,1246218392,C
48561538,Jaime Durán Barba,1247684886,C
76802112,Jaminton Intriago,1248108232,Start
45305408,Jorge Radhamés Zorrilla Ozuna,1196364434,C
51909380,Josefina Stubbs,1088363736,Start
12224836,José Abílio Osório Soares,1244452248,Start
70971257,João da Costa Tavares,1171957107,C
28787292,Juan Sánchez Ramírez,1247189451,B
41381286,Julio Martinez Acosta,1197437642,Stub
35885523,Julián Serulle,1225691930,Start
70601564,Justino Mota,1244598725,Start
41088511,Luis A. Martínez,1230753198,Start
75380425,Luzmila Abad,1244503818,Start
3739247,Manuel Carrascalão,1209003568,Start
31796164,Manuel Magalhaes de Oliveira,1195585917,Stub
36810083,Marcel Jacobo Laniado de Wind,1244463510,C
63054839,Maria Terezinha Viegas,1235479870,Start
71439755,María Sol Corral,1244050054,Start
76585325,Mayra Montaño,1231714830,Start
54310130,Mário Viegas Carrascalão,1245418200,B
32065439,Nino Konis Santana,1226226208,Stub
61653879,Olinda Morais,1009671491,Start
41050361,Pablo Guerrero Martinez,1197438720,Start
21513992,Pedro Moncayo,1220668792,Stub
76741753,Roberto Izurieta,1247633454,C
44413611,Roberto Salcedo Sr.,993659584,Stub
73664622,Xavier Enderica,1231714844,Start
55686925,Ángela Freitas,1146093179,Start
32482524,Abdelfattah al-Banna,1221423218,Stub
65526735,Abdullah Omran Taryam,1198632236,Start
55304527,Ahmad Mazlum,1204273685,Start
76462981,Ahmad Pasha al-Munkali,1216528648,Start
74050157,Ahmed Emad El-Din Radi,1190632866,Stub
74102463,Ahmed Issa (Egyptian politician),1212669631,Start
74780939,Ahmed bin Mohammed Al Maktoum,1233798238,Start
9206814,Ahmed bin Rashid Al Maktoum,1233797941,Start
7181725,Ahmed bin Saeed Al Maktoum,1248018288,C
34244756,Alfredo Vera Vera,1225834159,Stub
76918669,Arianna Tanca,1225861640,Start
58881476,Diaa Rashwan,1236697683,Start
40685601,Filoteo Samaniego,1228185877,Start
75954630,Gabriela Sommerfeld,1225405935,Start
30700413,Gawdat al-Malt,1197821084,Start
47039919,George Messiha,1065964569,Stub
76381318,Hamdi al-Sayyid,1214462628,Stub
51012229,Hassan al Diqqi,1197455262,C
68377698,Hawaa Al Mansoori,1234875531,GA
74112023,Hisham Amna,1161616362,Stub
10733961,Ibrahim El-Gohary,1221932048,Start
40910487,Ismael Pérez Pazmiño,1246458509,Stub
75374478,Johanna Ortiz,1197439260,Start
62816599,Joseph Cattaui,1250093996,C
73919401,Khaled Aly el-Bakly,1221811539,Stub
41351231,Khaled Dawoud,1238466466,Start
48959648,Mahmoud Ahmad Ibiary,1183781331,Start
74093226,Mahmoud Esmat,1164899761,Stub
1225061,Mamdouh Habib,1245969900,B
75455165,Mariana Yumbay,1244174358,Start
42163229,Mohamed Ismail,1214429734,Stub
74065949,Mohamed Maait,1232708705,Start
76630509,Mohamed bin Hadi Al Hussaini,1244074611,C
5587322,Mohammed bin Khalifa Al Maktoum,1174785297,Stub
5348698,Mohsen Badawi,1226333719,Start
58565422,Mona Makram-Ebeid,1184351418,Start
39615690,Mostafa Alnagar,1232632742,C
57638462,Mostafa Madbouly,1248662813,GA
76924429,Mónica Palencia,1246133526,Start
74188773,Nabil Dibis,1169476396,Stub
74117864,Omar Marwan,1232585318,Start
75997884,Paola Vintimilla,1215715521,Start
75501308,Qatawi family,1231696068,C
37868230,Rafik Habib,1112390859,Start
11567541,Saeed bin Maktoum bin Hasher Al Maktoum,1235793193,GA
74188900,Sameh Seif El-Yazal,1179919329,Start
75509224,Soares family,1249966412,C
74188067,Soha Gendi,1221811571,Stub
7718919,Talaat Sadat,1203826601,Start
26252692,Youssef Zulficar Pasha,1241283836,C
71861218,Abdirahman Eid Daahir,1233387219,Start
11577547,Abdulaziz Nasser Al Shamsi,1249127813,Start
38597984,Abdulkadir Kebire,1239319423,C
4635397,Abraha Kassa,1234388675,Stub
6939294,Abraham Kidane,1145201600,Stub
76647843,Abraham Tekeste,1224366851,Start
71974699,Agegnehu Teshager,1242182622,Start
2123001,Ahmad Al Tayer,1177332322,Stub
71647393,Ahmed Mohammed Nasser,1250125770,Start
71969385,Ali Radai,1135756082,Stub
28644088,Almayahu Haile,1162392075,Start
51590351,Ambaye Wolde Mariam,1210750106,C
67216844,Andi Meister,1219566686,Stub
72601140,Andrei Prii,1241968483,Stub
68333057,Ants Tamme,1241849026,Stub
17868434,Atnafu Abate,1214761583,C
66896495,August Janson,1242168347,Stub
9134199,Berhane Habtemariam,1222041277,Stub
2457429,Carl Robert Jakobson,1239944302,Start
68194841,Elmar Järvesoo,1241971618,Start
77194577,Felipe Hinestrosa Ikaka,1243089428,Stub
67069639,Friedrich Niggol,1098878036,Start
2419650,Georg Trašanov,1248969934,Stub
36701866,Girma Asmerom,1245112869,Start
73300449,Habtezion Hadgu,1250526937,Start
32348440,Hamed bin Zayed Al Nahyan,1244999389,C
71950946,Hamid Ferej,1191770131,Stub
66896425,Harald Laksberg,1241969141,Stub
70387092,Heino Sisask,1241969242,Stub
47214835,Ibrahim Harun,1131754356,Stub
64342819,Ibrahim Omer,1225914040,C
67766728,Jüri Liim,1242177191,Stub
63798215,Khaled bin Mohamed Al Nahyan,1249535350,C
67042787,Kirill Teiter,1199847042,Stub
66357891,Lehte Hainsalu,1241897171,Start
77653363,Manuel Osa Nsue Nsua,1250303016,C
41357201,Mohamed Abdulghani,1131726162,Stub
2121945,Mohamed bin Zayed Al Nahyan,1250270732,B
11559743,Mohammed Hussein Al Shaali,1224261260,Stub
39720301,Mohammed Saeed Nawed,1238224339,Stub
25841156,Mohammed bin Khalifa bin Zayed Al Nahyan,1177986904,Stub
64077889,Mohammed bin Saud Al Qasimi,1222566472,Start
70576186,Romodan Mohammed Nur,1238345049,Start
25805656,Saeed bin Zayed Al Nahyan,1177986909,Start
30942528,Saqr bin Zayed Al Nahyan,1199874821,Stub
1724427,Shakhbut bin Sultan Al Nahyan,1244331023,Start
918162,Tedla Bairu,1192857899,Stub
66910486,Theodor Rõuk,1242178040,Stub
68277960,Toomas Sildmäe,1183340383,Start
23553340,Vice President of the United Arab Emirates,1248662237,Start
46659298,Adem Ibrahim,1015964623,Stub
76684430,Adem Mohammed,1225860802,Stub
31649248,Alimirah Hanfare,1250176148,GA
45213295,Andargachew Tsege,1192804898,C
658274,Anders Chydenius,1237345246,C
20342397,Arthur Brofeldt,1172784623,Stub
28836054,Asrat Desta,1193968561,Start
75754338,Belete Molla,1199380443,Start
76324392,Binalf Andualem,1240260904,Stub
36269519,Carl Axel Gottlund,1241745255,C
4470769,Darge Sahle Selassie,1242232622,C
69156026,Demelash Gebremichael,1219872816,Start
66239490,Ergoge Tesfaye,1237243972,Start
20342537,Erik Berg (politician),1175482820,Stub
3510774,Erik Fleming (councilor),1171255115,Stub
66359827,Fitsum Assefa,1240230949,Stub
75793863,Frehiwot Tamiru,1246156753,Start
75746645,Getachew Assefa,1238974408,Start
75806251,Getahun Mekuria,1209709210,Start
73447791,Habtamu Ayalew Teshome,1246420960,GA
75807871,Habtamu Tegegne,1209709278,Stub
16372180,Jakob Gadolin,1194343032,Start
58578791,Jawar Mohammed,1234533731,C
48750979,Juneidi Basha,1234533615,Start
75869067,Kemal Hashi Mohamoud,1197960601,Start
67210080,Kitaw Ejigu,1246978732,C
2680252,Klaus Fleming,1242155197,Start
76353719,Lake Ayalew,1219878989,Stub
20343117,Lars Gabriel von Haartman,1227056319,Start
37583394,Lencho Letta,1234533713,Start
52258407,Mawlid Hayir,1079991048,Stub
76039376,Mekdes Daba,1212557754,Stub
75694279,Melatework Hailu,1206836042,Stub
20342989,Mikhail Fyodorovich Ganskau,1159662514,Stub
28836297,Mogus Wolde Mikael,1193968324,Start
43150425,Mulu Solomon,1188668236,Stub
75869721,Saharla Abdulahi Bahdon,1204248404,Stub
20342754,Selim Ekbom,1238920235,Stub
72815466,Simon Ekpa,1249750092,GA
41122567,Sophia Yilma,1240741842,C
58260636,Su'ad Ahmed Farah,1145175185,Stub
41451842,Tadesse Birru,1247092369,C
78075696,Taye Atskeselassie,1250104755,Stub
7786796,Tekle Wolde Hawaryat,1243325381,Start
67464872,Teklewold Atnafu,1244410095,Start
68462924,Temesgen Tiruneh,1236566558,Start
24615630,Timo Furuholm,1244928673,C
71455631,Tsegaye Mamo,1207573326,Stub
74551203,Yilkal Kefale,1238897608,Stub
40587789,Albert Bourderon,1242210573,C
20347512,Aleksander Strandman,1175875161,Stub
20345360,Aleksander von Kothen,1221166897,Stub
20347668,Anders Wirenius,1208137842,Stub
6571380,Antti Kuosmanen,1245068759,Stub
77262447,Bruno Clavet,1244708767,Stub
33867261,Bureau de La Rivière,1186806947,Start
20345471,Carl Fabian Langenskiöld,1246601762,Stub
50750557,Charles Cassal,1242211126,Stub
70797781,Christoffer Taxell,1223403006,Start
76465133,Denis Clavel,1242211544,Start
77260842,Eddy Casterman,1242211173,Start
1789613,Elisabeth Rehn,1223402708,C
34034156,Fritz Arthur Jusélius,1176811934,Stub
201678,Georg Magnus Sprengtporten,1249237629,GA
70473307,Georges Berthoin,1242210523,Stub
7063289,Heikki Heikinpoika Vaanila,1229154312,Stub
33071575,Henri Philippe de Chauvelin,1242211499,Stub
50286583,Ignace Caseneuve,1242211094,Start
34380970,Ilkka Hakalehto,1106130121,Stub
71817608,Jaakko Numminen,1223402940,Stub
67109396,Jaana Vasama,1242177029,Stub
201677,Jacob Magnus Sprengtporten,1235736355,C
63637983,Jacques la Caze,1156612646,Stub
63700121,Jean-François Bazin,1249283885,Start
14314929,Jean Auguste de Chastenet de Puységur,1242211402,Stub
48710320,Jean Capelle (politician),1242211055,Stub
54033731,Jean Charbonnel,1242211337,Stub
60635940,Jean Cotereau,1204915513,Start
74898341,Johan Mauritz Nordenstam,1177200759,C
20345752,Karl August Ramsay,1230788776,Stub
1043000,Keijo Liinamaa,1224595301,Start
60468621,Kirsi Piha,1011166320,Stub
22052154,Konni Zilliacus (senior),1244155264,Start
68236834,Matti Saarinen,1169424743,Stub
56054313,Maurice Colrat,1143025717,Stub
2226356,Max Jakobson,1164505452,Start
67307273,Miranda Vuolasranta,1147171503,Start
4625429,Nils Mustelin,1234849765,Start
58351048,Nils Westermarck,1222041570,Start
2415203,Olavi Mäenpää,1238920237,Start
43724820,Paul Cotte,1185924083,Stub
20345455,Paul Kraatz,1244843931,Stub
21454683,Pierre-Jean-Baptiste Chaussard,1226291178,Start
76592654,Pierre Baudis,1242210360,Start
16900186,Reino Ragnar Lehto,1246163886,Stub
40448829,Shawn Huff,1248783720,C
1162066,Soheib Bencheikh,1247574563,Start
41541349,Toivo Topias Pohjala,1166608674,Stub
39460195,Étienne-Laurent-Pierre Burnel,1242210968,Start
35199360,Agénor de Gasparin,1219133343,C
66110297,Alain Griset,1177914220,Start
35628835,Antoine-Adrien Lamourette,1245710505,Start
55933814,Brigitte Girardin,1208933505,Start
1253808,Charles Ganilh,1067808226,Start
41664987,Charles Le Bègue de Germiny,1226239671,C
33627229,Charles Luca,1056918597,Stub
77770614,Chrétien François de Lamoignon de Basville,1243543068,Stub
42300706,Georges Humann,1082744637,GA
42658335,Guillaume-Xavier Labbey de Pompières,1123950119,GA
33871891,Guillaume IV de Melun,1067877319,Stub
18317712,Guillaume du Tillot,1228954562,C
25159673,Guy Hascoët,1211160728,Stub
20943404,Henri Martin (winemaker),1237299772,Start
41981348,Hippolyte Laroche,1239515352,Start
22996883,Hyacinthe Gaëtan de Lannion,1164055828,Stub
3066414,Jacques-Antoine Manuel,1214329727,Start
42955580,Jacques Antoine Creuzé-Latouche,1208378471,C
68486372,Jacques Fournier (government official),1118405005,Start
22773769,Jacques Marquet de Montbreton de Norvins,1226330852,Start
50104853,Jean-Henry-Louis Greffulhe,1171320970,Stub
28622807,Jean Frydman,1244924499,Start
33862386,Jean Le Mercier,1242753649,Start
76769597,Jean Louvet (politician),1242210736,Stub
16010590,Jean Mattéoli,1232840219,Start
23400031,Joachim Labrouche,1153276048,Stub
290532,Joseph-Ignace Guillotin,1236960439,C
32249947,Joseph Guinard,1226313448,Stub
19967345,Joseph Matthias Gérard de Rayneval,1223968504,Start
41502418,Jules-François-Paul Fauris de Saint-Vincens,1190836759,Start
77140837,Julien Leonardelli,1244346386,Stub
42664083,Louis Grégoire Deschamps Destournelles,1146428534,C
62291766,Louis Lareng,1172945590,Stub
23125171,Madeleine de Grandmaison,1245655403,Stub
7282229,Martial Borye Desrenaudes,1067855906,Stub
17822442,Maurice d'Hartoy,995050241,Stub
10306157,Michel Craplet,1087935075,Stub
33867953,Nicolas du Bosc,1067934529,Start
62496744,Odette Grzegrzulka,1104771590,Start
22846587,Paul Hay du Chastelet,1234583273,Stub
19159306,Philippe Hurault de Cheverny,1243544132,Stub
592146,Philippe Massoni,1234574618,Stub
32634620,Roland Giberti,955452341,Stub
77264957,Sandra Delannoy,1235911333,Stub
41625355,Théodore Ducos,1150936922,Start
36402853,Victor Denain,1200165043,Start
5795028,Xavier de Fürst,1248011706,Stub
57566798,Yves de Daruvar,1113513795,Stub
21482270,Édouard Dunglas,1235409307,C
33856644,Étienne de La Grange,1067940807,Stub
50447778,Albert Ollivier,1242209715,Stub
48900120,Alex Moscovitch,1189789885,Start
18440884,Alexandre Parodi,1240170365,GA
77480946,Anguilè Ré-Dowé,1242381206,Start
22813183,Antoine Portail,1034304794,Start
42226913,Antoine Richard du Cantal,1223238225,C
69382242,Bernard Morel (economist),1133063202,Start
77209970,Bernard Mourad,1234045540,Start
41599740,Charlemagne de Maupas,1058537657,C
26650098,Charles de Varigny,1242210186,C
25159785,Claude Taleb,1190063231,Stub
56170501,Dominique Meyer,1228711565,Start
41629322,Ernest Pinard,1097917556,C
36173481,François-Alexandre Tardiveau,1186831209,Stub
25336650,François-Xavier de Peretti,1227759150,Stub
20743988,François Auguste de Thou,1138918376,Stub
59812800,Gabriel Puaux,1242249386,Stub
47420073,Gaston Vidal,1242210222,Stub
61058502,Gilles Pennelle,1244346827,Start
42497598,Guillaume-Isidore Baron de Montbel,1011997346,C
67518648,Gérard Montassier,1224351881,Start
6786719,Henri Peyroux de la Coudrenière,1227330329,Start
23443162,Hélène Pelosse,1244217829,Start
26162474,Ilham Moussaïd,1179014867,Stub
68137055,Jean-Marie Rausch,1240169046,Stub
13054782,Jean-Paul-Alban Villeneuve-Barcement,1242210246,Stub
38859751,"Jean-Pierre Casimir de Marcassus, Baron de Puymaurin",1237402258,Stub
66012879,Jean Tavernier,1238919580,Stub
45279197,Jeanne Mélin,1212292139,C
20291975,Joseph François Augustin Monneron,1233379299,Stub
75126813,Joseph Ostermann,1242209654,Stub
55078570,Joseph Périer,1182278156,GA
41994337,Joseph Romain-Desfossés,1144306675,Start
35869199,Louis Pailhas,1153278086,Start
5464847,"Louis Phélypeaux, Marquis of La Vrillière",1242496790,Start
6773561,"Louis Phélypeaux, Seigneur of La Vrillière",1217063771,Stub
5462788,"Louis Phélypeaux, comte de Saint-Florentin",1174304784,Start
8885695,Marc Perrin de Brichambaut,1243149451,Start
247290,Marcel Petiot,1238343251,C
212393,Marie Roch Louis Reybaud,1242211689,Start
10820992,Marthe Richard,1246003128,GA
31865395,Mathurin Anghiley,1177650175,Stub
54377444,Michel Pouzol,1050936152,Stub
68888941,Paul Mentré,1195582162,Start
21031373,Philippe Paolantoni,1204714650,Stub
70349592,Pierre Ferri-Pisani,1214518208,C
62103567,René Ribière,1226476376,Stub
19370336,Rodolphe Prager,1083697354,Start
39777660,Victor Perret,1014506148,C
4679271,Érik Orsenna,1242209759,Start
53425916,Abdoulie Bojang,1233734473,Stub
71200387,Ajaaratou Satang Jow,1175733791,Stub
45471358,Alieu Badara Njie,1249462265,Start
42499736,Alieu Badara Saja Taal,1247050844,Stub
36517096,Amadou Scattred Janneh,1214288012,C
67385608,Amie Bojang-Sissoho,1237362851,Start
64690108,Bruno Baum,1245092447,Start
70416811,Buba Samura,1244830184,Stub
30779489,Carl Heinrich Wilhelm Hagen,1226188291,Stub
50996259,Christian August von Eyben,1150862730,Start
36151221,Christian Wilhelm Karl Ewald,1226174343,Stub
475680,Dawda Jawara,1248194414,C
35347497,Dieter Engels,1165387534,Stub
3289542,Fabakary Jatta,1248653384,Start
67225682,Fatou Sanyang Kinteh,1247250306,Start
66108652,Friedrich Johannes Frommann,1093387022,Start
2143613,Friedrich von Gentz,1248790750,C
31265616,Georg Fein,1222221753,Start
15139131,Georg von Blumenthal,1243051498,C
23435274,Gerhard Besier,1248500772,C
27109263,Gert Haller,1068252041,Stub
61340295,Günter Gaus,1246337794,GA
35273677,Heinrich Fleißner,1069865479,Start
2172451,Hermann Heller (legal scholar),1244979496,C
66148785,Ida Reteno Assonouet,1152970577,Stub
612566,Ignatz Bubis,1191575496,C
1248243,Jean-Hilaire Aubame,1239996953,GA
34279224,Johann Christian von Boyneburg,1249921858,Stub
40897765,John Ehret,1237258272,Start
36231155,Joseph Henry Joof,1243508400,Stub
5173010,Karl Theodor Bayrhoffer,1137678089,C
70416683,Kunda Kamara,1244830178,Stub
53413808,Lamin Saine,1137915624,Start
72175435,Lee White (conservationist),1186832805,Stub
75392531,Lena Arnoldt,1228301192,Start
1302855,Ludwig Hassenpflug,1226116184,C
53429944,Mai Fatty,1151066074,Stub
53436248,Modou Bamba Gaye,1151065994,Stub
62140105,Momodou Sabally,1243625627,Start
53890038,Muhammed Magassy,1151065996,Start
42119920,Otto Ballerstedt,1189113633,C
45268834,Otto Beck,1226154964,Start
36231001,Pap Cheyassin Secka,1247083871,C
29343651,Paul Fugger von Kirchberg und Weißenhorn,1226181306,Stub
440245,Rudolf Bahro,1246514462,C
67248941,Shqiprim Arifi,1245996635,Start
77382621,Torben Braga,1248547868,Start
36177058,Werner E. Ablaß,1242018201,Start
76989633,Winfried Fockenberg,1225418442,Stub
76621647,Wolf-Michael Catenhusen,1239972537,Start
3567423,Adolf Pilar von Pilchau,1237840723,Start
10775216,Armin Mohler,1245358961,GA
33735316,Bernd Hüttemann,1230379647,Start
22466849,Caio Koch-Weser,1215567546,C
15873918,Carl Otto von Madai,1240634849,Stub
70208378,Charles Lavy,1226204581,Stub
66092213,Christian Theodor Overbeck,1240259800,Stub
1682241,Christoph Ernst von Houwald,1241312980,Start
27082532,Dieter Kunzelmann,1231353179,C
25280087,Dietrich Heinrich Ludwig von Ompteda,1242565618,Start
43714241,Eduard von Schele zu Schelenburg,1231553871,Stub
62274004,Emilie Kiep-Altenloh,1161356025,Stub
19495219,Ernst Henrici,1239894377,B
53203305,Ernst Wilhelm von Schlabrendorf,1001280832,Stub
20717242,Felix Lichnowsky,1226205451,Start
35637650,Francis Kruse,1226779277,Stub
75392772,Franka Hitzing,1228300948,Start
35302688,"Franz Christoph Anton, Count of Hohenzollern-Sigmaringen",1244334799,Start
32752387,Franz Seraph von Pfistermeister,1231553705,Start
30754338,Friedrich-Carl Peus,1240004651,Stub
805102,Friedrich von Holstein,1234065530,C
44732118,Gottlob Johann Christian Kunth,1233135330,Start
4411174,Gunter Pleuger,1104322145,Stub
30754640,H. Busso Peus,1240004707,Stub
22423679,Hans Paasche,1240891443,C
76618650,Hermann Schäfer,1221143754,C
20952682,Herwart von Hohenburg,1247120291,Start
34560524,Jakob Heller,1154908966,Stub
3062050,Johan Rantzau,1240776519,Start
36817590,Johann Ludwig Klüber,1242565581,Stub
28730982,Joseph Hillebrand,1220777049,Start
25862088,Joseph Musiol,1173064538,Start
73363852,Karl Ledderhose,1240898056,GA
10537736,Ludwig von Lützow (politician),1239513332,Stub
69806273,Marianne Laqueur,1241574430,C
61571451,Martin Horn (politician),1143929714,Start
9743492,Max Montgelas,1226211497,Start
5666250,Max von Oppenheim,1240981396,FA
76159674,Mike Schubert,1210860457,C
52696076,Moritz Rittinghausen,1144503312,B
8303718,Moriz Lieber,1222045087,Start
77121715,Nela Riehl,1242962207,Stub
13472726,Paul Schiemann,1234101505,C
77399339,Prince Richard of Hesse,1240804152,GA
52742626,Rudolf Hilf,1065378015,Start
29551586,Theodor Olshausen,1242256661,Start
65806088,Tobias Köck,1222073597,Start
67843278,Walter von Saint Paul-Illaire,1227931073,C
73573336,Werner Knieper,1188787560,Start
909703,Wolfgang Müller von Königswinter,1223428429,C
14514815,"Adam, Count of Schwarzenberg",1243650424,C
76324389,Adelheid Tröscher,1222297199,Start
37053679,Agyen Kokobo,1187316535,Start
3028558,Alcibiades Diamandi,1225731455,C
71792787,Alexis Liatis,1118203952,Stub
52904238,Anna Strohsahl,1235511227,B
75844027,Antonis Fosteridis,1226111002,GA
63668146,Ashok-Alexander Sridharan,1177480035,C
16553291,Asimakis Fotilas,1238412906,Start
34397265,Bertram von Sturm,1146695614,Start
14369985,Christos Daralexis,1083450519,Stub
74567249,Curt Wach,1227609154,Start
66914786,Despina Chatzivassiliou-Tsovilis,1246159519,Start
71792538,Eustathios Lagakos,1118204107,Stub
57628923,Failos Kranidiotis,1156045704,Start
19246223,Friedrich Gustav Carl Ulrich Franz von Schnehen,971361950,Stub
67887983,Georgios Drys,1205444933,Stub
71792361,Georgios Exintaris,1122203734,Stub
51303997,Georgios Kourtoglou,1161584075,Stub
32865142,Gerhard Stahl,1237391547,C
70541292,Giorgos Katiforis,1221278854,Stub
76497369,Heinrich Alois von Reigersberg,1228879346,Start
14077268,Heinrich Sudermann,1226369269,Stub
28264422,Heinrich Voelter,1130505690,Start
67025581,Hellmuth Weiss,1244017494,Stub
32732968,Henry Ernest of Stolberg-Wernigerode,1230350617,Start
41569376,Hermann Wittich,1226380770,Stub
66862454,Hugo Wesendonck,1226378603,Start
72146573,Ioannis Dimopoulos,1119564390,Stub
71792321,Ioannis Gryparis (1848-1922),1118204026,Stub
71351663,Ioannis Malachias,1232322174,Stub
77627834,J. Nee Amahtey Hyde,1244174684,GA
23412245,"Joachim, Count of Schönburg-Glauchau",1235919925,C
